Hora,Dia,Temperatura,Umidade,Vento,CO,NO2
7,207,13.0,49.7,4.8,3.241,159.8
8,207,18.0,49.2,1.3,2.655,128.5
9,207,14.7,50.9,4.61,2.238,130.6
10,207,14.2,61.2,4.39,1.34,121.2
11,207,7.8,56.9,2.77,0.52,72.7
12,207,8.5,54.8,4.71,1.019,94.4
13,207,11.4,51.9,2.33,1.071,96.5
14,207,9.0,63.3,1.1,0.722,79.9
15,207,7.1,65.2,4.47,0.592,63.5
16,207,7.7,63.6,2.87,0.285,96.0
17,207,9.3,59.7,3.9,1.498,95.0
18,207,5.5,59.8,5.73,1.536,65.5
19,207,6.2,52.1,1.92,2.043,68.6
20,207,7.0,56.7,2.78,1.813,82.7
21,207,12.2,52.9,5.35,2.421,82.1
22,207,4.2,49.6,4.0,3.282,116.9
23,207,11.0,62.0,1.95,,93.3
0,208,10.5,53.4,1.57,4.628,122.7
1,208,13.2,62.0,2.21,3.477,132.8
2,208,11.9,60.8,1.89,3.471,144.8
3,208,14.2,58.5,3.36,3.907,118.1
4,208,16.5,58.1,3.12,4.05,132.2
5,208,21.8,50.4,3.42,3.787,121.7
6,208,17.4,64.1,1.74,3.31,130.0
7,208,13.9,56.1,2.89,3.495,124.8
8,208,14.2,57.2,0.08,2.729,141.4
9,208,13.4,52.7,3.22,1.42,
10,208,9.7,52.4,4.76,0.769,100.4
11,208,11.4,59.0,0.86,1.597,104.1
12,208,12.2,57.4,3.73,2.477,122.7
13,208,6.9,54.0,2.08,0.22,58.8
14,208,10.3,49.7,4.2,0.441,40.5
15,208,8.2,51.2,3.24,1.823,87.7
16,208,5.0,64.5,3.61,0.312,51.3
17,208,5.6,55.2,3.1,1.09,46.6
18,208,8.9,55.6,4.99,2.076,79.1
19,208,7.4,65.0,3.52,1.085,32.4
20,208,6.4,52.5,1.94,1.902,60.2
21,208,6.7,54.3,3.15,2.099,44.0
22,208,8.4,53.6,2.45,2.104,89.9
23,208,8.4,65.6,3.24,3.891,134.8
0,209,6.4,68.1,2.37,3.052,101.9
1,209,16.0,59.0,1.98,3.591,111.8
2,209,13.4,59.9,3.3,3.616,157.9
3,209,14.9,52.6,3.08,4.368,154.3
4,209,14.8,65.3,4.6,3.67,178.4
5,209,14.0,57.2,2.38,3.174,143.1
6,209,15.2,59.7,0.03,3.773,151.1
7,209,12.2,55.8,2.45,3.228,
8,209,19.5,52.8,0.56,2.977,133.5
9,209,11.7,64.8,3.62,1.784,122.8
10,209,11.0,59.4,0.49,2.323,81.9
11,209,11.0,64.0,1.52,1.3,126.8
12,209,13.2,57.3,2.46,1.955,105.4
13,209,9.3,53.0,5.32,0.127,71.9
14,209,5.6,55.4,1.39,0.253,81.1
15,209,9.6,57.6,3.02,0.259,43.7
16,209,7.7,54.5,3.87,0.547,51.2
17,209,6.8,52.4,5.23,0.711,66.4
18,209,7.0,63.9,4.17,0.461,55.3
19,209,10.6,54.1,4.64,1.656,74.3
20,209,10.6,57.5,4.3,2.314,80.9
21,209,5.7,59.8,1.19,1.752,85.8
22,209,11.3,53.7,3.54,2.64,71.6
23,209,10.1,64.2,4.27,3.369,125.1
0,210,11.4,51.0,1.57,3.133,104.1
1,210,8.4,58.8,2.13,3.475,
2,210,12.6,57.5,1.8,4.493,130.9
3,210,12.4,56.0,4.16,4.565,142.6
4,210,16.4,48.6,2.9,,150.3
5,210,17.4,59.1,2.52,3.644,156.4
6,210,11.3,60.3,1.08,3.017,153.7
7,210,15.2,52.1,2.9,3.383,149.3
8,210,17.0,58.4,2.15,3.273,129.8
9,210,13.6,57.8,3.37,1.446,121.2
10,210,14.4,49.3,1.29,2.359,122.2
11,210,12.4,52.0,3.27,0.982,98.5
12,210,11.1,62.4,2.34,0.63,94.3
13,210,8.6,59.0,1.13,0.812,61.2
14,210,5.5,55.5,1.01,1.172,46.3
15,210,4.7,54.3,1.23,0.799,84.6
16,210,7.5,55.2,2.69,0.916,61.2
17,210,5.7,56.1,3.18,1.031,67.6
18,210,5.2,54.2,3.4,1.341,50.4
19,210,4.8,49.9,3.46,1.379,83.7
20,210,5.5,64.0,1.86,2.334,82.6
21,210,9.0,62.2,4.59,1.981,75.9
22,210,7.3,51.5,2.34,3.143,100.7
23,210,6.5,58.7,3.68,3.394,80.0
0,211,11.8,52.0,2.75,3.925,124.8
1,211,11.2,55.3,3.56,4.007,150.1
2,211,12.9,54.4,2.68,4.105,140.8
3,211,17.0,52.7,3.59,4.545,149.5
4,211,14.6,65.6,2.99,2.627,127.5
5,211,15.7,53.1,4.22,3.899,164.2
6,211,12.9,52.1,1.77,4.268,171.1
7,211,14.7,51.8,0.35,2.845,130.9
8,211,15.8,60.5,1.54,2.342,134.8
9,211,10.7,48.5,4.6,2.399,128.7
10,211,13.2,52.2,2.77,1.231,113.3
11,211,11.8,63.7,3.14,0.933,85.5
12,211,10.4,58.1,1.42,1.199,109.1
13,211,11.1,57.6,3.1,0.415,84.9
14,211,8.5,68.1,1.47,1.215,95.2
15,211,9.7,58.3,1.69,0.456,46.6
16,211,4.0,55.3,2.4,0.806,46.2
17,211,5.7,56.9,3.67,0.952,91.4
18,211,5.5,52.7,3.83,1.912,86.3
19,211,3.3,65.3,3.87,1.906,57.9
20,211,7.9,60.5,0.62,1.996,87.0
21,211,11.4,62.2,2.99,1.958,71.4
22,211,7.8,63.7,2.7,3.224,71.8
23,211,10.0,54.9,0.7,3.113,71.9
0,212,10.3,52.2,3.02,3.307,112.7
1,212,10.0,56.7,2.62,3.137,142.5
2,212,9.0,52.9,3.77,3.911,156.9
3,212,12.3,57.1,3.12,3.443,154.5
4,212,11.7,62.2,2.18,3.682,155.3
5,212,18.4,53.6,4.39,3.58,149.5
6,212,14.9,56.3,0.33,3.614,163.4
7,212,14.3,55.2,2.9,3.21,110.9
8,212,16.2,59.1,0.36,2.726,148.1
9,212,11.4,53.2,1.63,1.718,101.6
10,212,11.1,45.7,3.79,0.559,86.9
11,212,11.6,58.9,1.09,1.511,113.3
12,212,12.2,61.3,0.86,1.183,105.8
13,212,9.8,59.3,6.57,0.1,64.1
14,212,8.1,54.4,0.96,0.844,83.1
15,212,6.8,52.3,5.48,0.753,74.8
16,212,6.6,60.5,2.74,1.279,62.2
17,212,5.7,59.0,2.21,0.187,55.2
18,212,3.1,58.4,3.85,0.778,89.0
19,212,5.4,67.5,5.0,1.794,64.7
20,212,3.7,54.2,1.28,2.782,78.1
21,212,6.8,66.8,2.23,2.026,81.3
22,212,6.7,58.2,4.27,3.284,95.1
23,212,13.9,46.6,3.43,2.687,111.0
0,213,9.9,56.1,4.65,3.866,
1,213,8.5,62.3,3.77,3.334,117.4
2,213,12.2,54.5,5.71,4.319,125.3
3,213,14.6,48.3,3.27,3.635,167.2
4,213,17.7,53.9,3.33,3.728,145.1
5,213,13.6,51.6,3.48,3.376,117.2
6,213,11.8,58.9,2.79,2.354,161.5
7,213,16.5,58.9,4.27,1.97,145.6
8,213,11.6,51.3,3.36,2.568,155.7
9,213,12.7,52.7,4.18,2.389,146.6
10,213,12.0,60.2,4.42,1.773,152.4
11,213,11.1,52.4,3.64,0.556,77.8
12,213,11.4,51.2,3.75,1.171,79.8
13,213,7.3,51.9,1.48,0.294,67.8
14,213,6.9,59.7,2.17,0.835,65.5
15,213,6.4,59.6,4.27,0.995,70.6
16,213,6.0,54.8,5.14,0.635,53.0
17,213,5.4,58.4,0.09,1.883,52.0
18,213,5.9,65.9,2.15,1.193,48.8
19,213,6.8,53.1,3.04,1.474,61.4
20,213,6.4,48.3,1.68,2.117,92.4
21,213,7.4,60.1,1.77,1.839,68.6
22,213,4.3,58.2,3.71,2.331,100.5
23,213,8.8,53.8,5.37,2.754,80.0
0,214,10.8,60.0,0.05,3.655,68.6
1,214,12.6,60.4,2.74,3.918,124.9
2,214,11.0,45.7,3.69,2.936,115.2
3,214,12.1,53.1,4.17,3.079,118.8
4,214,13.0,67.7,3.48,4.202,133.0
5,214,15.7,58.2,5.64,2.329,121.7
6,214,16.9,58.3,3.04,3.66,131.8
7,214,13.9,61.7,4.97,2.465,120.2
8,214,16.0,55.3,2.03,2.747,113.1
9,214,13.6,59.9,3.09,2.832,
10,214,12.1,60.0,1.18,1.733,79.2
11,214,10.7,59.5,4.35,1.404,138.7
12,214,11.3,55.0,2.82,1.052,89.6
13,214,9.2,58.1,3.54,0.623,101.3
14,214,11.9,53.5,2.53,0.727,69.6
15,214,4.6,58.7,3.88,0.727,63.9
16,214,6.5,52.2,3.6,0.269,61.3
17,214,4.0,54.9,1.51,0.371,64.3
18,214,3.1,57.7,1.59,1.222,43.5
19,214,5.0,53.8,2.96,1.594,61.3
20,214,5.8,55.7,3.99,0.907,67.7
21,214,12.1,55.5,5.79,2.342,53.2
22,214,7.0,59.9,3.45,2.078,105.2
23,214,6.3,62.9,4.51,3.186,120.0
0,215,10.2,54.6,0.58,2.814,76.6
1,215,6.8,64.6,6.02,4.131,115.9
2,215,12.0,61.1,3.91,3.539,132.0
3,215,13.3,58.5,2.93,3.404,
4,215,15.6,56.1,2.75,3.697,165.8
5,215,16.5,56.7,1.34,4.077,140.2
6,215,13.7,61.8,1.77,3.763,182.7
7,215,14.2,61.9,5.87,2.443,132.7
8,215,12.5,62.9,1.52,1.824,120.9
9,215,11.0,56.9,1.49,1.474,124.4
10,215,12.8,58.9,1.95,1.901,118.7
11,215,8.4,64.2,1.2,1.786,109.4
12,215,8.9,54.2,3.02,1.437,124.3
13,215,6.4,56.5,4.63,0.512,81.1
14,215,8.3,57.6,2.08,1.191,62.2
15,215,9.8,61.6,0.94,1.885,65.0
16,215,2.8,63.7,3.44,1.056,86.7
17,215,1.2,58.5,2.92,1.118,72.5
18,215,4.4,51.1,4.5,0.558,32.2
19,215,4.9,59.8,2.32,,47.3
20,215,5.8,53.7,2.61,2.189,76.3
21,215,5.3,51.0,2.78,2.63,94.3
22,215,6.8,51.6,3.13,3.345,88.3
23,215,9.1,58.9,2.41,3.404,81.1
0,216,11.6,63.3,2.17,3.576,98.9
1,216,6.9,58.1,0.22,3.218,144.6
2,216,11.3,57.7,2.15,,139.5
3,216,13.5,61.9,4.07,3.84,154.6
4,216,12.0,48.7,4.28,3.646,159.9
5,216,17.8,57.2,2.29,3.894,138.5
6,216,13.3,56.0,4.95,3.459,139.0
7,216,14.3,58.5,2.96,3.308,139.5
8,216,15.0,53.1,0.99,2.69,139.1
9,216,11.9,52.3,0.52,1.8,135.6
10,216,8.4,58.2,4.83,1.439,137.4
11,216,10.0,65.3,2.44,2.369,123.7
12,216,11.6,60.8,1.18,,105.9
13,216,7.6,55.2,0.39,0.763,108.8
14,216,5.4,51.7,2.41,0.797,69.9
15,216,7.9,49.2,3.61,0.865,85.3
16,216,4.6,65.2,1.95,0.992,72.6
17,216,3.7,54.1,1.42,1.62,76.4
18,216,4.8,56.9,2.18,1.407,60.9
19,216,6.3,64.7,4.86,2.033,50.4
20,216,10.0,48.9,0.91,2.452,83.7
21,216,7.7,65.2,2.04,3.255,96.6
22,216,9.4,55.9,4.82,3.278,89.1
23,216,7.2,52.1,3.74,3.458,105.4
0,217,7.4,56.6,3.27,3.698,103.7
1,217,10.8,53.1,2.03,4.918,123.8
2,217,12.1,58.6,3.05,4.338,131.2
3,217,10.8,53.5,2.19,3.361,114.9
4,217,13.4,46.4,1.71,3.954,136.8
5,217,15.0,54.4,1.38,3.591,155.6
6,217,15.1,48.7,4.18,4.181,173.7
7,217,15.2,56.4,2.91,3.553,175.6
8,217,14.3,49.8,3.47,3.455,134.5
9,217,11.9,54.0,3.23,1.574,135.0
10,217,10.9,57.7,3.66,2.041,120.4
11,217,8.3,56.4,2.62,0.462,88.8
12,217,13.0,57.4,2.28,0.363,89.7
13,217,8.1,61.0,1.78,0.602,94.8
14,217,6.5,52.3,0.88,1.493,72.5
15,217,4.0,58.5,1.32,0.107,
16,217,10.9,40.1,2.45,0.961,57.5
17,217,2.4,60.5,0.6,1.547,57.1
18,217,3.5,57.4,0.93,1.697,85.0
19,217,5.4,53.5,4.56,2.466,64.2
20,217,6.3,59.7,3.34,1.911,64.3
21,217,7.8,63.5,2.32,2.256,86.0
22,217,10.5,54.5,6.41,2.026,88.7
23,217,9.1,52.5,0.53,3.229,98.4
0,218,7.2,58.7,4.46,2.622,131.5
1,218,10.0,50.3,2.83,2.75,105.8
2,218,12.4,53.0,4.18,4.681,139.2
3,218,16.9,61.0,3.16,4.02,112.5
4,218,10.8,57.1,0.19,5.149,152.9
5,218,16.5,45.7,3.14,3.2,121.1
6,218,14.6,46.6,3.5,2.977,126.0
7,218,15.8,56.1,0.29,2.828,107.9
8,218,13.4,60.3,5.92,1.828,110.9
9,218,11.1,48.6,3.47,2.326,123.4
10,218,13.3,58.3,4.01,1.858,109.9
11,218,11.9,63.1,1.25,1.896,100.5
12,218,11.2,66.1,4.04,1.566,90.8
13,218,7.9,59.3,4.63,1.058,75.2
14,218,5.6,60.9,3.38,0.1,65.5
15,218,2.6,48.6,2.99,0.104,58.2
16,218,6.6,68.5,1.66,0.89,67.0
17,218,5.3,55.5,2.68,2.751,75.5
18,218,2.3,54.6,2.23,1.469,58.2
19,218,3.4,57.7,3.86,1.379,76.5
20,218,4.0,66.4,1.73,2.293,86.0
21,218,2.8,70.2,3.85,1.771,76.0
22,218,5.1,59.1,1.74,2.901,111.9
23,218,5.7,63.3,2.61,3.511,108.6
0,219,8.3,57.7,3.92,3.27,110.3
1,219,8.9,52.1,1.94,3.303,119.8
2,219,8.4,64.9,3.98,3.48,132.3
3,219,16.7,51.9,3.83,3.758,125.0
4,219,16.0,62.9,2.59,3.193,109.8
5,219,12.4,62.8,4.74,2.969,142.9
6,219,14.7,58.7,3.12,2.536,147.9
7,219,14.8,64.7,4.65,2.112,115.1
8,219,15.8,66.4,5.69,,139.3
9,219,11.0,55.8,2.64,2.445,101.0
10,219,13.8,51.8,3.97,2.35,110.1
11,219,9.3,47.9,2.04,0.484,118.2
12,219,6.5,69.3,1.45,,102.4
13,219,9.3,55.0,2.71,0.201,69.7
14,219,9.2,62.9,0.96,1.24,81.2
15,219,10.8,53.1,1.59,1.042,87.2
16,219,2.4,67.0,3.89,0.716,39.5
17,219,5.7,54.8,2.23,0.369,74.5
18,219,3.3,53.1,4.07,0.1,43.6
19,219,5.9,57.2,3.45,1.09,72.6
20,219,1.9,56.8,5.78,,61.4
21,219,3.1,62.1,3.79,3.072,114.8
22,219,5.1,58.2,4.67,1.959,84.1
23,219,8.0,60.7,3.6,2.999,82.3
0,220,7.7,56.2,3.47,2.926,116.3
1,220,11.6,53.2,4.75,3.525,142.5
2,220,13.5,53.0,4.0,2.809,140.9
3,220,13.7,66.1,3.32,4.569,148.3
4,220,16.6,56.2,3.31,3.842,156.6
5,220,14.6,45.7,3.81,3.92,141.9
6,220,11.5,53.9,1.99,3.073,149.6
7,220,16.5,55.5,1.93,3.186,146.3
8,220,12.1,65.6,5.14,2.727,89.8
9,220,14.3,60.8,5.8,1.884,105.0
10,220,14.6,51.0,1.61,1.967,117.8
11,220,11.2,68.7,2.0,0.954,99.8
12,220,6.0,58.0,4.71,0.299,82.6
13,220,5.9,64.5,3.8,0.1,74.6
14,220,9.1,51.5,4.01,0.188,85.0
15,220,5.1,46.5,4.34,0.981,73.9
16,220,4.8,51.5,2.64,1.548,34.5
17,220,5.7,42.0,3.49,0.201,82.2
18,220,5.4,68.9,3.38,1.318,34.6
19,220,4.7,59.7,1.71,1.449,79.9
20,220,4.2,54.1,3.47,2.492,55.5
21,220,4.8,60.8,4.86,2.142,101.6
22,220,8.2,58.5,2.5,2.844,89.3
23,220,8.8,60.5,3.23,2.754,105.5
0,221,8.3,63.5,3.31,2.582,76.0
1,221,12.3,54.9,2.57,4.167,140.4
2,221,11.1,52.3,4.02,3.828,139.5
3,221,10.7,60.9,1.98,3.99,150.4
4,221,11.7,60.5,5.0,3.116,151.4
5,221,11.7,57.0,3.94,3.229,143.9
6,221,13.3,66.9,1.59,3.712,144.0
7,221,16.1,53.0,5.55,3.2,128.8
8,221,11.6,52.0,3.25,,116.7
9,221,12.8,58.3,1.92,1.81,137.4
10,221,10.0,53.6,4.66,0.653,89.0
11,221,9.6,59.6,3.74,1.198,72.1
12,221,5.8,54.1,0.34,1.437,79.6
13,221,7.1,55.9,2.21,0.566,87.0
14,221,6.0,67.7,3.42,0.126,61.7
15,221,6.4,56.1,0.24,0.662,74.5
16,221,5.0,54.5,3.13,1.756,41.6
17,221,1.6,65.4,3.24,1.244,18.7
18,221,6.0,52.9,1.22,1.733,71.3
19,221,4.4,55.2,3.41,1.585,81.9
20,221,4.9,61.4,3.01,1.867,47.0
21,221,5.3,63.1,1.21,2.009,86.8
22,221,5.3,64.5,4.38,1.985,102.7
23,221,8.0,53.9,4.26,2.699,99.2
0,222,9.7,60.1,2.57,3.012,123.6
1,222,6.5,55.7,2.7,3.18,122.4
2,222,10.1,53.9,4.09,3.545,126.5
3,222,11.7,62.5,2.7,3.77,151.2
4,222,13.6,53.2,0.1,3.69,171.6
5,222,15.9,56.6,3.73,3.781,138.4
6,222,12.2,57.1,1.78,3.146,140.1
7,222,12.5,50.9,2.42,2.949,123.6
8,222,12.0,61.2,5.19,1.781,126.1
9,222,10.6,59.6,2.8,2.279,121.7
10,222,10.5,46.9,3.0,1.27,125.1
11,222,11.5,57.9,3.76,1.996,129.0
12,222,6.6,54.2,3.76,0.58,97.6
13,222,8.3,63.0,1.62,0.775,95.7
14,222,2.8,51.9,2.91,0.648,60.9
15,222,4.1,57.0,3.05,0.838,52.8
16,222,3.7,60.7,3.41,0.972,70.3
17,222,7.2,58.1,3.43,1.797,69.3
18,222,3.2,62.9,6.88,0.991,89.9
19,222,-0.5,52.6,1.24,1.361,35.8
20,222,0.4,68.1,4.47,1.237,75.7
21,222,5.2,61.1,4.78,2.037,88.2
22,222,7.4,64.6,3.74,3.428,87.9
23,222,8.2,61.9,2.02,2.522,82.9
0,223,8.9,57.3,5.5,2.749,102.4
1,223,12.2,49.9,0.29,3.901,102.1
2,223,10.0,54.2,1.98,3.385,150.7
3,223,13.9,63.8,4.76,3.481,176.5
4,223,9.6,64.0,2.44,4.474,145.6
5,223,11.6,53.4,5.39,3.001,129.4
6,223,10.0,42.9,0.73,3.441,124.8
7,223,12.9,55.1,1.33,2.137,113.9
8,223,12.8,54.7,2.2,1.94,116.5
9,223,12.3,55.0,3.63,2.401,143.4
10,223,11.2,59.3,2.67,2.44,167.3
11,223,8.0,62.0,2.26,1.276,89.7
12,223,8.2,62.5,5.13,0.482,71.3
13,223,4.3,60.9,5.27,0.507,59.8
14,223,8.8,48.4,2.38,0.1,72.8
15,223,4.4,57.0,0.44,0.827,72.2
16,223,3.3,70.5,0.24,0.284,58.4
17,223,6.9,59.8,3.36,1.298,57.3
18,223,1.1,61.5,3.98,0.1,71.4
19,223,1.5,61.3,3.09,0.995,72.4
20,223,2.1,61.5,2.89,1.722,82.1
21,223,4.9,46.6,1.79,2.005,84.4
22,223,6.9,56.7,3.98,2.449,86.6
23,223,8.8,57.2,5.52,3.348,95.0
0,224,13.6,62.3,0.33,3.897,126.8
1,224,5.2,58.7,2.88,2.937,123.5
2,224,12.2,48.1,1.54,4.422,147.7
3,224,10.9,58.9,0.76,4.058,118.3
4,224,11.6,52.5,1.31,3.929,150.4
5,224,12.0,50.3,3.57,2.908,133.4
6,224,11.6,52.3,3.61,1.757,114.4
7,224,16.6,57.7,5.19,2.316,143.1
8,224,14.5,62.0,3.01,1.989,128.5
9,224,12.0,58.8,0.36,1.939,155.9
10,224,13.7,59.1,2.64,1.309,115.4
11,224,6.7,60.3,0.92,1.291,96.2
12,224,5.8,58.8,1.19,1.349,91.9
13,224,2.8,62.6,3.87,0.862,63.3
14,224,4.5,46.5,3.29,0.819,91.6
15,224,5.2,59.0,3.88,0.1,64.5
16,224,4.3,53.5,2.46,0.666,65.7
17,224,3.9,64.6,4.19,1.45,49.6
18,224,0.6,59.1,2.38,0.191,63.6
19,224,5.2,58.6,4.68,2.012,57.1
20,224,4.6,51.1,3.52,1.309,58.8
21,224,6.4,63.2,2.69,2.516,85.8
22,224,2.2,62.5,3.32,2.671,83.0
23,224,7.8,60.5,2.97,3.196,92.3
0,225,5.9,54.2,5.39,4.134,120.6
1,225,8.8,53.5,3.37,3.383,136.7
2,225,11.9,57.6,3.0,2.973,138.2
3,225,12.0,52.9,2.64,3.981,151.6
4,225,10.9,58.9,4.26,3.369,147.0
5,225,13.2,45.2,4.06,3.639,138.2
6,225,10.3,54.5,2.59,3.505,161.9
7,225,15.4,64.3,1.27,3.085,113.8
8,225,12.2,58.5,1.65,2.736,139.8
9,225,14.1,56.6,2.72,2.185,135.7
10,225,9.8,67.0,5.02,2.194,115.6
11,225,8.6,45.8,2.62,0.971,86.6
12,225,6.8,53.9,2.11,0.523,84.7
13,225,8.8,55.4,0.36,1.414,75.0
14,225,4.4,63.0,5.27,0.1,73.7
15,225,6.1,62.6,3.85,0.649,79.5
16,225,3.2,54.7,4.19,0.324,64.0
17,225,-0.5,65.1,4.44,0.372,60.6
18,225,2.2,57.3,2.75,2.242,83.8
19,225,1.1,65.7,3.13,1.905,83.2
20,225,4.1,53.6,5.23,2.12,
21,225,2.4,58.7,3.27,2.378,59.5
22,225,7.7,55.2,3.88,2.338,92.5
23,225,6.8,63.2,4.31,,116.6
0,226,7.8,55.0,3.96,3.549,91.8
1,226,10.8,56.5,2.81,3.788,126.7
2,226,12.6,58.7,2.95,3.882,150.7
3,226,11.7,59.2,4.17,3.435,133.8
4,226,11.0,61.1,4.16,3.602,164.8
5,226,9.5,58.2,4.75,2.845,157.4
6,226,11.8,54.4,3.83,3.371,141.0
7,226,11.8,54.7,3.89,1.648,119.9
8,226,12.7,56.3,2.33,3.154,132.3
9,226,11.0,57.9,2.13,1.364,116.9
10,226,12.1,55.6,4.17,0.965,87.0
11,226,8.3,57.6,2.14,1.394,81.3
12,226,8.1,50.0,2.97,1.115,
13,226,9.3,60.6,5.07,1.567,87.6
14,226,6.4,59.0,4.83,0.486,100.4
15,226,4.5,63.6,3.45,0.396,32.9
16,226,2.7,59.2,2.56,0.64,57.7
17,226,2.1,50.7,2.81,1.509,62.9
18,226,1.5,57.8,4.3,2.046,68.2
19,226,2.3,58.3,2.95,1.271,82.6
20,226,5.4,62.1,2.16,2.253,63.2
21,226,4.2,48.4,4.82,2.011,49.7
22,226,3.0,59.3,3.27,2.463,81.6
23,226,10.4,59.4,2.13,4.257,104.8
0,227,8.7,54.1,3.72,2.863,75.2
1,227,6.5,58.4,4.46,2.144,112.9
2,227,9.7,54.0,1.49,3.992,117.1
3,227,11.8,52.8,2.7,4.387,143.8
4,227,15.8,53.2,2.63,3.97,140.2
5,227,10.7,53.2,3.68,3.527,128.1
6,227,15.0,58.9,3.95,3.543,158.8
7,227,15.7,51.6,2.17,3.079,135.5
8,227,11.1,52.1,0.76,2.83,135.1
9,227,11.0,65.5,4.55,2.048,130.5
10,227,8.5,62.3,1.32,0.626,105.6
11,227,9.0,48.0,3.41,1.155,101.5
12,227,8.0,53.8,2.8,0.1,68.6
13,227,8.1,58.8,3.24,0.632,61.9
14,227,7.7,59.3,5.48,0.1,68.4
15,227,3.0,51.6,7.56,0.447,48.8
16,227,-0.2,65.9,0.55,0.724,73.2
17,227,3.2,63.2,4.48,0.839,57.5
18,227,3.7,61.3,2.77,1.0,69.7
19,227,3.7,65.7,4.57,1.8,54.2
20,227,3.1,61.3,4.44,0.841,45.3
21,227,4.8,60.8,5.11,1.599,100.0
22,227,8.6,65.2,3.43,3.418,96.9
23,227,7.5,63.2,1.67,3.002,116.0
0,228,7.2,53.6,4.39,2.11,79.9
1,228,8.2,60.7,3.18,4.249,126.0
2,228,10.1,53.6,2.65,4.277,157.3
3,228,14.8,58.1,2.29,4.33,121.0
4,228,11.9,58.8,4.51,3.525,175.4
5,228,12.7,49.3,5.41,4.036,152.4
6,228,12.0,55.8,1.21,3.918,136.9
7,228,15.0,56.8,3.93,3.585,150.1
8,228,16.2,53.0,2.44,2.984,152.5
9,228,12.4,57.9,0.8,2.281,111.6
10,228,10.6,60.8,3.22,1.321,98.0
11,228,9.3,57.1,1.75,0.647,98.0
12,228,3.2,60.2,0.63,1.084,97.8
13,228,8.1,64.5,1.83,1.088,80.1
14,228,5.7,60.7,1.46,0.467,75.7
15,228,5.3,59.4,2.03,0.902,80.6
16,228,2.2,54.6,1.01,0.509,61.7
17,228,2.3,62.7,2.41,1.201,52.7
18,228,2.1,61.0,1.93,0.662,56.3
19,228,5.2,64.9,3.56,0.918,86.5
20,228,2.9,59.4,3.89,1.563,74.6
21,228,8.6,48.3,3.39,2.824,105.6
22,228,6.3,49.6,2.65,2.159,78.9
23,228,4.1,62.4,2.61,3.479,111.0
0,229,7.6,54.9,1.74,2.645,118.4
1,229,7.8,59.8,1.78,3.518,145.4
2,229,5.9,58.8,4.06,2.683,140.2
3,229,14.6,54.8,0.36,2.852,112.9
4,229,13.6,55.5,2.88,,162.3
5,229,13.7,51.6,2.51,3.455,168.8
6,229,13.2,56.0,3.9,2.38,125.2
7,229,9.9,54.1,0.86,2.606,121.6
8,229,11.2,54.8,3.02,2.549,131.1
9,229,13.0,54.5,3.51,1.797,121.9
10,229,8.2,56.4,0.14,1.61,105.8
11,229,4.1,63.4,1.39,0.855,78.5
12,229,7.4,57.1,2.86,0.529,107.4
13,229,6.2,63.2,3.77,0.209,61.4
14,229,5.6,66.0,3.27,0.142,58.8
15,229,5.7,62.6,3.84,0.1,61.4
16,229,4.8,61.2,1.38,0.259,34.5
17,229,3.5,60.6,0.62,0.814,35.9
18,229,5.2,62.8,3.13,0.818,51.7
19,229,-0.0,60.5,1.16,0.89,72.3
20,229,4.5,63.6,1.7,2.367,80.5
21,229,5.5,61.4,4.4,2.773,55.6
22,229,2.8,57.3,3.28,2.502,110.9
23,229,3.5,63.4,2.15,3.004,114.2
0,230,6.2,58.6,1.95,3.031,113.2
1,230,7.7,57.2,3.93,3.953,129.8
2,230,11.7,54.1,3.32,4.621,151.3
3,230,10.0,57.8,1.18,3.766,173.8
4,230,10.3,61.9,0.08,3.581,155.0
5,230,11.3,61.1,5.82,3.264,146.1
6,230,14.9,57.3,1.17,3.505,126.6
7,230,12.6,59.2,3.79,2.455,136.0
8,230,11.7,62.9,5.27,,141.2
9,230,11.0,55.9,3.22,2.378,123.3
10,230,12.8,50.6,2.1,1.349,100.6
11,230,7.5,64.3,0.86,2.55,121.6
12,230,10.3,54.3,0.84,0.404,69.2
13,230,6.8,54.5,3.57,0.13,86.6
14,230,4.9,49.6,5.18,0.345,61.9
15,230,9.2,60.1,2.41,1.876,45.7
16,230,1.3,51.5,2.17,0.232,49.5
17,230,2.2,55.6,4.05,0.1,51.2
18,230,0.2,62.9,1.97,1.279,71.1
19,230,4.8,62.2,3.41,1.317,70.8
20,230,6.8,54.7,3.06,2.293,57.6
21,230,7.5,57.1,2.39,2.421,84.8
22,230,7.7,53.3,2.98,2.344,80.4
23,230,6.0,55.5,5.64,3.92,106.0
0,231,6.9,59.3,3.91,1.737,82.4
1,231,5.5,55.8,4.64,4.152,128.5
2,231,14.2,54.5,1.62,4.511,187.1
3,231,12.1,49.1,4.64,3.231,161.4
4,231,10.9,62.4,3.96,4.42,135.2
5,231,15.1,58.0,0.75,3.102,141.0
6,231,10.6,60.8,3.81,3.466,139.9
7,231,13.2,62.5,2.23,1.853,129.6
8,231,11.6,52.4,0.68,2.008,139.8
9,231,12.4,54.5,3.19,1.407,113.3
10,231,10.0,47.5,3.81,1.054,94.9
11,231,6.0,73.9,3.23,0.973,114.8
12,231,7.7,56.9,2.84,0.428,65.8
13,231,8.4,62.7,2.5,0.1,
14,231,5.0,52.3,6.7,0.315,45.9
